174978,1180,2381,3191,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175010,1164,2355,3202,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175042,1159,2392,3194,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175074,1152,2366,3191,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175106,1160,2354,3204,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175138,1151,2358,3201,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175170,1149,2377,3190,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175202,1147,2361,3200,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175244,1118,2364,3204,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175287,1149,2386,3196,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175330,1143,2358,3223,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175373,1166,2343,3179,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175416,1195,2379,3192,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175459,1145,2363,3189,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175502,1141,2364,3185,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175545,1137,2376,3210,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175588,1150,2360,3190,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175631,1132,2393,3205,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175670,1144,2358,3173,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175709,1158,2359,3207,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175748,1162,2377,3209,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175787,1155,2373,3191,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175827,1119,2375,3196,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175866,1125,2380,3208,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175905,1180,2367,3200,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175944,1155,2350,3200,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
175983,1126,2384,3191,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176023,1141,2368,3212,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176060,1149,2363,3189,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176097,1125,2367,3188,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176134,1119,2372,3192,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176171,1179,2378,3180,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176208,1149,2374,3191,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176245,1144,2335,3199,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176282,1134,2368,3185,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176319,1156,2352,3224,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176356,1147,2386,3188,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176393,1119,2369,3198,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176431,1122,2365,3203,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176469,1151,2392,3203,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176507,1148,2367,3194,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176546,1125,2368,3180,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176584,1136,2378,3188,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176623,1153,2371,3192,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176661,1128,2358,3189,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176699,1123,2379,3190,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176738,1147,2363,3204,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176776,1136,2372,3185,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176815,1151,2342,3209,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176850,1141,2380,3212,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176885,1131,2387,3206,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176920,1090,2406,3202,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176955,1152,2386,3187,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
176990,1152,2379,3192,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177026,1155,2344,3191,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177061,1122,2376,3197,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177096,1126,2390,3203,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177131,1102,2412,3182,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177166,1112,2391,3177,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177202,1152,2358,3190,70,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177241,1127,2398,3190,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177280,1131,2414,3186,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177320,1116,2389,3198,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177359,1123,2390,3184,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177399,1130,2411,3193,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177438,1134,2388,3207,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177477,1129,2367,3179,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177517,1127,2404,3192,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177556,1131,2360,3199,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177596,1157,2366,3190,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177638,1137,2392,3188,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177680,1114,2397,3187,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177722,1142,2370,3195,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177764,1161,2374,3177,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177806,1141,2391,3195,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177848,1141,2378,3169,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177890,1132,2388,3207,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177932,1141,2373,3186,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
177974,1141,2407,3195,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178017,1136,2366,3190,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178056,1176,2383,3163,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178095,1156,2377,3181,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178134,1141,2363,3175,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178173,1156,2380,3179,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178212,1175,2373,3188,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178251,1154,2393,3174,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178290,1153,2385,3186,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178329,1148,2387,3170,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178368,1129,2378,3194,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178407,1168,2393,3178,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178446,1145,2390,3163,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178481,1129,2398,3172,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178517,1149,2391,3186,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178553,1162,2417,3161,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178588,1160,2394,3186,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178624,1163,2378,3163,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178660,1115,2408,3179,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178695,1135,2382,3204,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178731,1158,2408,3184,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178767,1144,2388,3177,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178803,1138,2394,3164,71,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178842,1131,2414,3163,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178882,1131,2400,3156,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178922,1128,2408,3180,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
178961,1114,2419,3176,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179001,1144,2381,3190,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179041,1138,2394,3154,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179081,1142,2405,3187,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179120,1133,2416,3174,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179160,1116,2393,3193,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179200,1130,2406,3178,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179240,1169,2399,3161,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179276,1148,2410,3190,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179312,1118,2413,3194,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179348,1142,2399,3171,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179384,1176,2376,3181,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179420,1117,2389,3184,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179456,1128,2378,3174,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179492,1146,2410,3187,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179528,1139,2417,3170,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179564,1147,2408,3172,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179600,1112,2402,3187,72,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179643,1121,2394,3187,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179686,1124,2391,3188,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179729,1131,2397,3183,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179772,1123,2424,3171,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179815,1131,2402,3162,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179858,1122,2407,3182,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179901,1130,2414,3187,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179944,1111,2418,3180,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
179987,1098,2404,3195,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180031,1132,2412,3165,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180063,1130,2443,3187,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180095,1124,2424,3183,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180128,1102,2421,3179,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180160,1111,2404,3180,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180192,1133,2418,3180,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180225,1108,2403,3170,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180257,1082,2383,3175,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180289,1123,2409,3176,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180322,1131,2411,3180,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180354,1123,2406,3185,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180387,1106,2388,3176,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180430,1089,2427,3189,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180473,1125,2399,3166,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180517,1121,2383,3186,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180560,1101,2398,3173,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180604,1090,2417,3185,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180647,1134,2400,3170,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180690,1126,2424,3173,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180734,1105,2421,3173,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180777,1107,2409,3172,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180821,1059,2444,3163,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180855,1112,2396,3159,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180890,1157,2388,3183,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180925,1114,2409,3163,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180960,1099,2422,3158,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
180995,1122,2395,3160,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181030,1082,2401,3182,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181065,1086,2413,3190,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181100,1106,2416,3166,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181135,1112,2395,3166,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181170,1115,2409,3172,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181205,1112,2426,3169,73,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181243,1071,2399,3184,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181281,1112,2411,3165,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181319,1131,2404,3163,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181357,1093,2410,3198,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181395,1093,2429,3162,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181433,1117,2424,3163,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181471,1102,2431,3170,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181509,1096,2413,3182,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181547,1111,2395,3174,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181585,1113,2403,3171,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181627,1067,2430,3178,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181669,1080,2434,3168,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181711,1146,2404,3161,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181753,1119,2432,3138,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181795,1087,2435,3173,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181837,1108,2407,3179,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181879,1121,2428,3170,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181921,1124,2434,3180,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
181963,1111,2392,3150,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182006,1117,2421,3177,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182042,1134,2434,3168,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182078,1142,2434,3167,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182115,1095,2415,3177,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182151,1106,2421,3182,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182188,1120,2429,3180,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182224,1125,2417,3174,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182261,1118,2417,3154,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182297,1131,2429,3160,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182334,1123,2411,3160,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182370,1115,2407,3170,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182407,1135,2415,3163,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182447,1103,2414,3158,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182488,1104,2402,3194,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182529,1134,2425,3168,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182570,1142,2426,3149,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182611,1115,2438,3166,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182651,1123,2440,3145,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182692,1125,2425,3166,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182733,1124,2428,3163,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182774,1107,2417,3176,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182815,1114,2416,3150,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182849,1134,2438,3167,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182884,1138,2404,3165,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182918,1118,2429,3160,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182953,1124,2417,3162,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
182988,1135,2404,3146,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
183022,1120,2449,3152,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
183057,1107,2427,3151,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
183092,1122,2429,3169,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
183126,1102,2423,3175,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
183161,1104,2429,3148,75,865ed29e-63e6-44c0-a8a2-bdcff46b2d8d,,duduk,duduk_tasyahud_akhir,,
